0. camidx = 0, ptidx = 0, projections: x = 1597.07, y = 473.37.
396. camidx = 20, ptidx = 44, projections: x = -313.91, y = -176.18.
397. camidx = 0, ptidx = 45, projections: x = 833.65, y = 172.9.
398. camidx = 1, ptidx = 45, projections: x = -464.61, y = 97.26.
399. camidx = 3, ptidx = 45, projections: x = -516.55, y = 200.22.
400. camidx = 4, ptidx = 45, projections: x = 1063.12, y = 327.84.
401. camidx = 5, ptidx = 45, projections: x = 679.88, y = 733.85.
402. camidx = 6, ptidx = 45, projections: x = -139.38, y = 40.7.
403. camidx = 7, ptidx = 45, projections: x = 382.08, y = 343.8.
404. camidx = 9, ptidx = 45, projections: x = -194.94, y = 233.49.
405. camidx = 10, ptidx = 45, projections: x = -143.2, y = -384.64.
406. camidx = 11, ptidx = 45, projections: x = 443.97, y = 171.66.
407. camidx = 12, ptidx = 45, projections: x = -744.35, y = -487.21.
408. camidx = 13, ptidx = 45, projections: x = -1325.98, y = 508.01.
409. camidx = 20, ptidx = 45, projections: x = -330.89, y = -174.39.
410. camidx = 0, ptidx = 46, projections: x = 838.31, y = 195.08.
411. camidx = 1, ptidx = 46, projections: x = -454.61, y = 139.25.
412. camidx = 4, ptidx = 46, projections: x = 1066.81, y = 341.06.
413. camidx = 5, ptidx = 46, projections: x = 681.69, y = 751.94.
414. camidx = 7, ptidx = 46, projections: x = 385.16, y = 360.13.
415. camidx = 10, ptidx = 46, projections: x = -140.22, y = -369.34.
416. camidx = 12, ptidx = 46, projections: x = -740.74, y = -470.14.
417. camidx = 13, ptidx = 46, projections: x = -1313.57, y = 574.96.
418. camidx = 18, ptidx = 46, projections: x = -388.81, y = 40.4399.
419. camidx = 20, ptidx = 46, projections: x = -329.1, y = -162.39.
420. camidx = 0, ptidx = 47, projections: x = 657.09, y = 272.71.
421. camidx = 1, ptidx = 47, projections: x = -739.59, y = 343.1.
422. camidx = 2, ptidx = 47, projections: x = -227.54, y = 202.26.
423. camidx = 4, ptidx = 47, projections: x = 949.9, y = 374.39.
424. camidx = 5, ptidx = 47, projections: x = 520.21, y = 779.57.
425. camidx = 7, ptidx = 47, projections: x = 295.29, y = 404.1.
426. camidx = 9, ptidx = 47, projections: x = -271.71, y = 300.35.
427. camidx = 10, ptidx = 47, projections: x = -203.75, y = -329.18.
428. camidx = 11, ptidx = 47, projections: x = 374.17, y = 234.39.
429. camidx = 12, ptidx = 47, projections: x = -817.61, y = -432.55.
430. camidx = 13, ptidx = 47, projections: x = -1593.54, y = 773.7.
431. camidx = 18, ptidx = 47, projections: x = -441.21, y = 69.36.
432. camidx = 20, ptidx = 47, projections: x = -373.23, y = -138.14.
433. camidx = 0, ptidx = 48, projections: x = 619.4, y = 164.81.
434. camidx = 1, ptidx = 48, projections: x = -808.87, y = 132.26.
435. camidx = 2, ptidx = 48, projections: x = -251.22, y = 73.06.
436. camidx = 3, ptidx = 48, projections: x = -801.78, y = 251.53.
437. camidx = 4, ptidx = 48, projections: x = 925.39, y = 310.21.
438. camidx = 5, ptidx = 48, projections: x = 501.45, y = 691.95.
439. camidx = 6, ptidx = 48, projections: x = -431.04, y = 79.36.
440. camidx = 7, ptidx = 48, projections: x = 274.77, y = 324.99.
441. camidx = 9, ptidx = 48, projections: x = -290.89, y = 197.38.
442. camidx = 10, ptidx = 48, projections: x = -218.91, y = -400.39.
443. camidx = 13, ptidx = 48, projections: x = -1670.88, y = 453.16.
444. camidx = 18, ptidx = 48, projections: x = -454.76, y = 6.31006.
445. camidx = 20, ptidx = 48, projections: x = -385.2, y = -192.61.
446. camidx = 0, ptidx = 49, projections: x = 890.89, y = 160.4.
447. camidx = 1, ptidx = 49, projections: x = -385.84, y = 61.39.
448. camidx = 3, ptidx = 49, projections: x = -459.54, y = 159.4.
449. camidx = 4, ptidx = 49, projections: x = 1103.15, y = 324.85.
450. camidx = 5, ptidx = 49, projections: x = 732.76, y = 734.47.
451. camidx = 6, ptidx = 49, projections: x = -67.6, y = 12.95.
452. camidx = 8, ptidx = 49, projections: x = -131.03, y = 183.16.
453. camidx = 0, ptidx = 50, projections: x = 1694.56, y = 328.02.
454. camidx = 1, ptidx = 50, projections: x = 1198.72, y = 374.45.
455. camidx = 10, ptidx = 50, projections: x = 400.14, y = -316.61.
456. camidx = 12, ptidx = 50, projections: x = -151.34, y = -435.5.
457. camidx = 17, ptidx = 50, projections: x = -774.64, y = 641.3.
458. camidx = 0, ptidx = 51, projections: x = 755.31, y = 87.14.
459. camidx = 1, ptidx = 51, projections: x = -578.76, y = -50.1.
460. camidx = 3, ptidx = 51, projections: x = -601.07, y = 51.07.
461. camidx = 4, ptidx = 51, projections: x = 1009.45, y = 272.19.
462. camidx = 5, ptidx = 51, projections: x = 619.58, y = 654.21.
463. camidx = 6, ptidx = 51, projections: x = -245.13, y = -54.9.
464. camidx = 0, ptidx = 52, projections: x = 897.64, y = 182.22.
465. camidx = 1, ptidx = 52, projections: x = -373.81, y = 101.1.
466. camidx = 4, ptidx = 52, projections: x = 1108.22, y = 337.76.
467. camidx = 5, ptidx = 52, projections: x = 736.87, y = 754.03.
468. camidx = 8, ptidx = 52, projections: x = -119.27, y = 216.56.
469. camidx = 0, ptidx = 53, projections: x = 760.76, y = 218.28.
470. camidx = 1, ptidx = 53, projections: x = -567.12, y = 206.45.
471. camidx = 2, ptidx = 53, projections: x = -173.63, y = 146.09.
472. camidx = 5, ptidx = 53, projections: x = 611.52, y = 756.44.
473. camidx = 6, ptidx = 53, projections: x = -228.88, y = 119.86.
474. camidx = 9, ptidx = 53, projections: x = -222.35, y = 263.62.
475. camidx = 10, ptidx = 53, projections: x = -165.12, y = -358.56.
476. camidx = 11, ptidx = 53, projections: x = 417.9, y = 199.49.
477. camidx = 12, ptidx = 53, projections: x = -772.39, y = -461.99.
478. camidx = 0, ptidx = 54, projections: x = 1100.68, y = 305.93.
479. camidx = 1, ptidx = 54, projections: x = -207.25, y = 227.71.
480. camidx = 4, ptidx = 54, projections: x = 1288.47, y = 454.68.
481. camidx = 5, ptidx = 54, projections: x = 952.32, y = 914.14.
482. camidx = 6, ptidx = 54, projections: x = 150.26, y = 108.68.
483. camidx = 8, ptidx = 54, projections: x = 247.42, y = 377.12.
484. camidx = 11, ptidx = 54, projections: x = 431.57, y = 384.48.
485. camidx = 16, ptidx = 54, projections: x = 678.19, y = 464.24.
486. camidx = 20, ptidx = 54, projections: x = -316.51, y = -55.15.
487. camidx = 0, ptidx = 55, projections: x = 1581.92, y = 200.13.
488. camidx = 1, ptidx = 55, projections: x = 1003.27, y = 148.22.
489. camidx = 2, ptidx = 55, projections: x = 765.84, y = 87.63.
490. camidx = 3, ptidx = 55, projections: x = 1064.73, y = 256.65.
491. camidx = 5, ptidx = 55, projections: x = 1195.61, y = 822.81.
492. camidx = 6, ptidx = 55, projections: x = 862.33, y = 65.59.
493. camidx = 7, ptidx = 55, projections: x = 913.11, y = 337.97.
494. camidx = 8, ptidx = 55, projections: x = 840.82, y = 246.25.
495. camidx = 16, ptidx = 55, projections: x = 973.36, y = 358.
496. camidx = 17, ptidx = 55, projections: x = -939.1, y = 459.17.
497. camidx = 0, ptidx = 56, projections: x = 1585.69, y = 479.36.
498. camidx = 1, ptidx = 56, projections: x = 706.69, y = 533.18.
499. camidx = 2, ptidx = 56, projections: x = 565.29, y = 440.14.
500. camidx = 3, ptidx = 56, projections: x = 601.59, y = 623.65.
501. camidx = 12, ptidx = 56, projections: x = -259.81, y = -268.96.
502. camidx = 16, ptidx = 56, projections: x = 978.07, y = 543.
503. camidx = 0, ptidx = 57, projections: x = 1597.07, y = 473.37.
504. camidx = 1, ptidx = 57, projections: x = 721.7, y = 522.98.
505. camidx = 2, ptidx = 57, projections: x = 577.91, y = 431.89.
506. camidx = 3, ptidx = 57, projections: x = 616.9, y = 612.9.
507. camidx = 7, ptidx = 57, projections: x = 890.26, y = 564.82.
508. camidx = 12, ptidx = 57, projections: x = -252.76, y = -274.34.
509. camidx = 17, ptidx = 57, projections: x = -1284.4, y = 1003.56.
510. camidx = 0, ptidx = 58, projections: x = 604.29, y = 366.34.
511. camidx = 1, ptidx = 58, projections: x = -826.15, y = 550.4.
512. camidx = 3, ptidx = 58, projections: x = -820.58, y = 699.3.
513. camidx = 4, ptidx = 58, projections: x = 918.36, y = 425.49.
514. camidx = 5, ptidx = 58, projections: x = 468.03, y = 842.62.
515. camidx = 7, ptidx = 58, projections: x = 268.97, y = 470.41.
516. camidx = 8, ptidx = 58, projections: x = -628.01, y = 531.71.
517. camidx = 9, ptidx = 58, projections: x = -298.16, y = 382.98.
518. camidx = 10, ptidx = 58, projections: x = -223.27, y = -270.6.
519. camidx = 11, ptidx = 58, projections: x = 350.34, y = 311.77.
520. camidx = 12, ptidx = 58, projections: x = -840.53, y = -365.89.
521. camidx = 18, ptidx = 58, projections: x = -456.62, y = 120.54.
522. camidx = 0, ptidx = 59, projections: x = 452.36, y = 454.01.
523. camidx = 1, ptidx = 59, projections: x = -1127.05, y = 789.21.
524. camidx = 2, ptidx = 59, projections: x = -376.54, y = 414.29.
525. camidx = 4, ptidx = 59, projections: x = 829.87, y = 468.27.
526. camidx = 5, ptidx = 59, projections: x = 342.19, y = 884.56.
527. camidx = 7, ptidx = 59, projections: x = 180.27, y = 528.3.
528. camidx = 8, ptidx = 59, projections: x = -888.19, y = 685.9.
529. camidx = 9, ptidx = 59, projections: x = -396.42, y = 450.83.
530. camidx = 10, ptidx = 59, projections: x = -295.73, y = -217.04.
531. camidx = 11, ptidx = 59, projections: x = 259.24, y = 379.85.
532. camidx = 12, ptidx = 59, projections: x = -922.08, y = -311.56.
533. camidx = 18, ptidx = 59, projections: x = -517.98, y = 165.45.
534. camidx = 20, ptidx = 59, projections: x = -439.2, y = -55.8101.
535. camidx = 0, ptidx = 60, projections: x = 1581.68, y = 233.24.
536. camidx = 1, ptidx = 60, projections: x = 1002.04, y = 209.15.
537. camidx = 2, ptidx = 60, projections: x = 766.43, y = 121.54.
538. camidx = 3, ptidx = 60, projections: x = 1064.89, y = 320.03.
539. camidx = 5, ptidx = 60, projections: x = 1193.14, y = 848.18.
540. camidx = 6, ptidx = 60, projections: x = 860.27, y = 110.82.
541. camidx = 8, ptidx = 60, projections: x = 839.04, y = 297.38.
542. camidx = 12, ptidx = 60, projections: x = -215.21, y = -488.2.
543. camidx = 17, ptidx = 60, projections: x = -939.16, y = 510.25.
544. camidx = 0, ptidx = 61, projections: x = 983.64, y = 279.31.
545. camidx = 1, ptidx = 61, projections: x = -298.02, y = 235.29.
546. camidx = 6, ptidx = 61, projections: x = 40.53, y = 122.27.
547. camidx = 16, ptidx = 61, projections: x = 625.11, y = 430.01.
548. camidx = 0, ptidx = 62, projections: x = 748.57, y = 373.92.
549. camidx = 1, ptidx = 62, projections: x = -623.93, y = 480.22.
550. camidx = 6, ptidx = 62, projections: x = -231.36, y = 302.28.
551. camidx = 7, ptidx = 62, projections: x = 317.22, y = 497.82.
552. camidx = 8, ptidx = 62, projections: x = -351.69, y = 523.18.
553. camidx = 0, ptidx = 63, projections: x = 452.36, y = 454.01.
554. camidx = 1, ptidx = 63, projections: x = -1127.05, y = 789.21.
555. camidx = 2, ptidx = 63, projections: x = -376.54, y = 414.29.
556. camidx = 4, ptidx = 63, projections: x = 829.87, y = 468.27.
557. camidx = 5, ptidx = 63, projections: x = 342.19, y = 884.56.
558. camidx = 7, ptidx = 63, projections: x = 180.27, y = 528.3.
559. camidx = 9, ptidx = 63, projections: x = -396.42, y = 450.83.
560. camidx = 10, ptidx = 63, projections: x = -295.73, y = -217.04.
561. camidx = 12, ptidx = 63, projections: x = -922.08, y = -311.56.
562. camidx = 18, ptidx = 63, projections: x = -517.98, y = 165.45.
563. camidx = 20, ptidx = 63, projections: x = -439.2, y = -55.8101.
564. camidx = 0, ptidx = 64, projections: x = 898.27, y = 84.11.
565. camidx = 1, ptidx = 64, projections: x = -374.09, y = -78.91.
566. camidx = 2, ptidx = 64, projections: x = -119.95, y = 1.03998.
567. camidx = 3, ptidx = 64, projections: x = -446.39, y = 14.88.
568. camidx = 4, ptidx = 64, projections: x = 1106.59, y = 277.03.
569. camidx = 5, ptidx = 64, projections: x = 746.13, y = 674.61.
570. camidx = 7, ptidx = 64, projections: x = 413.98, y = 283.16.
571. camidx = 8, ptidx = 64, projections: x = -119.65, y = 63.72.
572. camidx = 10, ptidx = 64, projections: x = -119.94, y = -437.77.
573. camidx = 11, ptidx = 64, projections: x = 466.16, y = 99.57.
574. camidx = 12, ptidx = 64, projections: x = -717.17, y = -544.24.
575. camidx = 18, ptidx = 64, projections: x = -373.42, y = -18.64.
576. camidx = 20, ptidx = 64, projections: x = -315.66, y = -213.65.
577. camidx = 0, ptidx = 65, projections: x = 892.79, y = 92.18.
578. camidx = 1, ptidx = 65, projections: x = -383.24, y = -64.23.
579. camidx = 2, ptidx = 65, projections: x = -124.66, y = 9.5.
580. camidx = 3, ptidx = 65, projections: x = -454.34, y = 30.13.
581. camidx = 6, ptidx = 65, projections: x = -67.9, y = -74.91.
582. camidx = 7, ptidx = 65, projections: x = 410.6, y = 288.07.
583. camidx = 8, ptidx = 65, projections: x = -128.54, y = 76.96.
584. camidx = 10, ptidx = 65, projections: x = -122.86, y = -433.25.
585. camidx = 11, ptidx = 65, projections: x = 462.25, y = 105.44.
586. camidx = 12, ptidx = 65, projections: x = -720.46, y = -539.68.
587. camidx = 13, ptidx = 65, projections: x = -1243.34, y = 277.77.
588. camidx = 18, ptidx = 65, projections: x = -375.63, y = -15.
589. camidx = 0, ptidx = 66, projections: x = 913.07, y = 94.67.
590. camidx = 1, ptidx = 66, projections: x = -353.02, y = -62.4301.
591. camidx = 4, ptidx = 66, projections: x = 1117.2, y = 285.53.
592. camidx = 5, ptidx = 66, projections: x = 758.44, y = 686.02.
593. camidx = 8, ptidx = 66, projections: x = -94.36, y = 79.66.
594. camidx = 0, ptidx = 67, projections: x = 785.88, y = 89.68.
595. camidx = 1, ptidx = 67, projections: x = -532.02, y = -49.11.
596. camidx = 3, ptidx = 67, projections: x = -563.51, y = 51.31.
597. camidx = 4, ptidx = 67, projections: x = 1029.61, y = 275.01.
598. camidx = 5, ptidx = 67, projections: x = 645.34, y = 660.79.
599. camidx = 6, ptidx = 67, projections: x = -204.34, y = -57.7.
600. camidx = 13, ptidx = 67, projections: x = -1387.55, y = 255.55.
601. camidx = 0, ptidx = 68, projections: x = 1160.38, y = 167.93.
602. camidx = 1, ptidx = 68, projections: x = -107.6, y = 7.97998.
603. camidx = 3, ptidx = 68, projections: x = -299.13, y = 87.77.
604. camidx = 6, ptidx = 68, projections: x = 209.52, y = -42.17.
605. camidx = 13, ptidx = 68, projections: x = -984.45, y = 592.82.
606. camidx = 0, ptidx = 69, projections: x = 811.54, y = 21.47.
607. camidx = 1, ptidx = 69, projections: x = -496.72, y = -185.93.
608. camidx = 3, ptidx = 69, projections: x = -537, y = -92.26.
609. camidx = 6, ptidx = 69, projections: x = -174, y = -153.05.
610. camidx = 13, ptidx = 69, projections: x = -1357.27, y = 53.
611. camidx = 0, ptidx = 70, projections: x = 913.04, y = 70.45.
612. camidx = 1, ptidx = 70, projections: x = -354.82, y = -105.96.
613. camidx = 3, ptidx = 70, projections: x = -431.43, y = -13.65.
614. camidx = 8, ptidx = 70, projections: x = -94.48, y = 42.44.
615. camidx = 13, ptidx = 70, projections: x = -1210.71, y = 218.16.
616. camidx = 0, ptidx = 71, projections: x = 917.63, y = 73.18.
617. camidx = 1, ptidx = 71, projections: x = -348.84, y = -102.42.
618. camidx = 3, ptidx = 71, projections: x = -427.12, y = -10.
619. camidx = 8, ptidx = 71, projections: x = -86.66, y = 46.54.
620. camidx = 13, ptidx = 71, projections: x = -1203.32, y = 223.83.
621. camidx = 0, ptidx = 72, projections: x = 541.73, y = 299.67.
622. camidx = 1, ptidx = 72, projections: x = -948.23, y = 440.18.
623. camidx = 2, ptidx = 72, projections: x = -289.98, y = 225.52.
624. camidx = 4, ptidx = 72, projections: x = 880.6, y = 382.64.
625. camidx = 5, ptidx = 72, projections: x = 425.96, y = 780.81.
626. camidx = 7, ptidx = 72, projections: x = 236.6, y = 417.31.
627. camidx = 9, ptidx = 72, projections: x = -326.56, y = 311.91.
628. camidx = 10, ptidx = 72, projections: x = -247.18, y = -318.05.
629. camidx = 11, ptidx = 72, projections: x = 327.32, y = 243.04.
630. camidx = 12, ptidx = 72, projections: x = -869.55, y = -423.52.
631. camidx = 18, ptidx = 72, projections: x = -475.93, y = 76.97.
632. camidx = 0, ptidx = 73, projections: x = 600.28, y = 81.32.
633. camidx = 1, ptidx = 73, projections: x = -849.27, y = -40.51.
634. camidx = 4, ptidx = 73, projections: x = 912.84, y = 262.35.
635. camidx = 5, ptidx = 73, projections: x = 492.96, y = 626.2.
636. camidx = 0, ptidx = 74, projections: x = 1566.99, y = 288.5.
637. camidx = 1, ptidx = 74, projections: x = 971.84, y = 308.37.
638. camidx = 2, ptidx = 74, projections: x = 747.97, y = 180.73.
639. camidx = 5, ptidx = 74, projections: x = 1181.79, y = 889.62.
640. camidx = 6, ptidx = 74, projections: x = 840.19, y = 181.93.
641. camidx = 7, ptidx = 74, projections: x = 904.48, y = 397.21.
642. camidx = 8, ptidx = 74, projections: x = 821.16, y = 379.98.
643. camidx = 16, ptidx = 74, projections: x = 966.36, y = 405.68.
644. camidx = 17, ptidx = 74, projections: x = -960.39, y = 601.49.
645. camidx = 0, ptidx = 75, projections: x = 531.57, y = 335.26.
646. camidx = 1, ptidx = 75, projections: x = -969.64, y = 512.95.
647. camidx = 2, ptidx = 75, projections: x = -311.64, y = 271.06.
648. camidx = 4, ptidx = 75, projections: x = 874.47, y = 403.9.
649. camidx = 5, ptidx = 75, projections: x = 413.9, y = 806.49.
650. camidx = 6, ptidx = 75, projections: x = -552.42, y = 343.19.
651. camidx = 7, ptidx = 75, projections: x = 228.46, y = 443.44.
652. camidx = 8, ptidx = 75, projections: x = -756.92, y = 487.56.
653. camidx = 9, ptidx = 75, projections: x = -343.1, y = 345.29.
654. camidx = 10, ptidx = 75, projections: x = -255.77, y = -293.49.
655. camidx = 11, ptidx = 75, projections: x = 311.55, y = 277.99.
656. camidx = 12, ptidx = 75, projections: x = -883.46, y = -397.72.
657. camidx = 18, ptidx = 75, projections: x = -487.55, y = 94.54.
658. camidx = 20, ptidx = 75, projections: x = -412.92, y = -116.03.
659. camidx = 0, ptidx = 76, projections: x = 553.8, y = 361.3.
660. camidx = 1, ptidx = 76, projections: x = -922.57, y = 557.23.
661. camidx = 2, ptidx = 76, projections: x = -289.97, y = 300.63.
662. camidx = 4, ptidx = 76, projections: x = 888.5, y = 417.79.
663. camidx = 7, ptidx = 76, projections: x = 240.74, y = 462.47.
664. camidx = 8, ptidx = 76, projections: x = -719.63, y = 523.84.
665. camidx = 9, ptidx = 76, projections: x = -325.32, y = 370.2.
666. camidx = 10, ptidx = 76, projections: x = -245.3, y = -276.79.
667. camidx = 12, ptidx = 76, projections: x = -867.58, y = -377.58.
668. camidx = 0, ptidx = 77, projections: x = 530.56, y = 370.05.
669. camidx = 1, ptidx = 77, projections: x = -968.21, y = 585.79.
670. camidx = 2, ptidx = 77, projections: x = -313.92, y = 309.87.
671. camidx = 5, ptidx = 77, projections: x = 410.21, y = 832.74.
672. camidx = 9, ptidx = 77, projections: x = -343.54, y = 376.99.
673. camidx = 20, ptidx = 77, projections: x = -409.82, y = -96.5.
674. camidx = 0, ptidx = 78, projections: x = 487.47, y = 401.6.
675. camidx = 1, ptidx = 78, projections: x = -1055.95, y = 668.83.
676. camidx = 2, ptidx = 78, projections: x = -339.03, y = 350.66.
